0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,target
0.004688609140998969,0.0012207217517357137,0.0006750446264913272,0.815393536179693,0.35294117647058826,1.75e-07,3.854411180875953e-06,3.4333467233855546e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2625,1.7501644425340796e-07,0.0,1.75000385000847e-07,2.7502581346447544e-07,0.0,0.0,0.0,0.0,0.0,8.333344722237788e-09,8.33775797304568e-09,0.0,8.33775797304568e-09,8.33775797304568e-09,0.0,0.0,4.305820004667509e-06,3.433332578000166e-06,0.008333333333333331,0.016666666666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.003215434083601286,0.0,0.0,0.0,3.854411180875953e-06,0.0,3.4333467233855546e-06,0.0,0.0144500732421875,0.0039215087890625,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0007717978621460751,0.0,8.744023970366773e-06,0.0,0.0,0.0036102,1.9272055904379766e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25000144267501956,0.0009026410606496569,0.0024874508732039644,0.0035393244531804636,2.3502205877873355e-06,0.0036101916666666668,0.0009026327340559101,0.002486143218329336,0.003539312197082482,2.2418773284062925e-06,8.333344722237788e-09,8.33775797304568e-09,0.0,8.33775797304568e-09,8.33775797304568e-09,0.0,0.0,0.0,0.0,1.9235666927502306e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9272055904379766e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0007717985429811782,0.8389257648584726,0.026903149469289844,0.0067598498489333785,0.35294117647058826,0.08384299166666667,2.3126467085255722e-05,2.4033427063698883e-05,0.00015791040806651172,2.4695760438867906e-06,0.03180650684931507,0.0,0.052763940443499975,0.0625857428306933,0.021424186617556785,0.0,0.007445011908648493,0.023119408215697433,1.3929338794834876e-07,0.25000016151222354,0.006987580152496274,0.03382148040399741,0.08288760735273618,1.8335054230965028e-07,0.0009553083333333334,0.00019107962178179343,0.0003318446023312303,0.0005911256453121628,4.2003946970883694e-06,0.08370507273026606,0.013958240622675772,0.048139941488658744,0.0833745781375865,2.6680825513746176e-07,0.0,0.0,2.841841203080556e-05,2.6093327592801263e-05,9.939213756507945e-08,2.3191498765185215e-07,0.0,0.021424186617556785,0.012384528041355937,0.018303724990074217,0.0003350263485122674,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.003215434083601286,0.013250012906991165,0.05276394044349998,0.007445011908648498,2.3126467085255722e-05,0.00015791040806651172,2.4033427063698883e-05,2.4695760438867906e-06,0.1250152587890625,0.000885009765625,1.1563233542627861e-05,0.4166666666666667,0.0010295341323250556,0.0,0.0010295341323250556,0.0010295341323250556,0.08288759971011603,0.0,0.08288759971011603,0.08288759971011603,0
0.0007717997075675389,0.0012207217517357137,0.0071376054990035815,0.7605212561418501,0.35294117647058826,4.2808333333333335e-05,0.0,1.0300040170156663e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2500730140186916,2.1410345013666908e-05,3.44348204170337e-05,3.8616751623520236e-05,4.300403628717252e-06,0.0,0.0,0.0,0.0,0.0,4.2808391838135514e-05,2.141970023275435e-05,3.446839511062895e-05,3.863717044709368e-05,4.202230018415022e-06,0.0,0.0,0.0,1.6479996374400798e-05,0.0,0.00019470404984423678,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0300040170156663e-05,0.0,0.0,0.003448486328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0007717997075675389,0.0012207217517357137,0.0071376054990035815,0.8443861201818903,0.35294117647058826,0.036611283333333335,1.5417644723503814e-05,1.3733386893542218e-05,0.00011262107669121927,5.616218419451956e-07,0.04002568493150685,0.0,0.056446549559121824,0.08940630999618888,0.0055248618784530384,0.0,0.002962954834143116,0.008018384006818704,1.4274260321622153e-07,0.2500002276165835,0.005230681942347976,0.019106258933495976,0.03584764553148684,1.5001408007153205e-07,0.0007636583333333333,0.0002545766995016409,0.000487522181069505,0.0006469090395423682,2.2502114448687695e-07,0.03649454154254011,0.012171295113145283,0.02905246024342525,0.03586660017471438,2.259532410695379e-06,0.0,0.0,2.927957603173906e-05,2.334666153040113e-05,1.517443890046319e-07,3.034887780092638e-07,0.0,0.014349294045426642,0.008620574882507226,0.014230198187672183,0.00020249854046042886,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.003215434083601286,0.009634760162802191,0.05644654955912184,0.002962954834143117,1.5417644723503814e-05,0.00011262107669121927,1.3733386893542218e-05,5.616218419451956e-07,0.0,0.00323486328125,3.854411180875953e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.035022173568634116,0.7512169069962615,0.006750729177804563,0.006790368358409376,0.35294117647058826,0.003983991666666666,2.6980878266131675e-05,1.3733386893542218e-05,4.492798032708533e-05,2.683304355960379e-07,0.0059931506849315065,0.0,0.012867570961376588,0.012996449254809556,0.0020411295273173725,0.0,0.0014156339763128222,0.0027954530454742123,5.520490760081121e-07,0.25000287609971594,0.0003984441038105872,0.0009000585898956033,0.0013206612387880587,3.6670108461930055e-07,0.003983725,0.0006640165620896177,0.001017205486163891,0.0013210681088326854,3.850361805664339e-06,0.003983580444226607,0.0013285689272043326,9.165753870181395e-06,0.0013360339998428666,0.0013244778672922254,0.0,0.0,3.272423203547307e-05,1.5793329858800765e-05,2.4403270317117e-06,2.7889451790990895e-06,0.0,0.002148557397176182,0.0027209729600191713,0.0027521055667126954,7.574085050331014e-06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0029489332614824537,0.012867570961376591,0.0014156339763128224,2.6980878266131675e-05,4.492798032708533e-05,1.3733386893542218e-05,2.683304355960379e-07,0.1250152587890625,1.52587890625e-05,1.1563233542627861e-05,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0007717997210050739,0.0012207217517357137,0.0071373540095603415,0.8495590075380718,0.35294117647058826,0.000136075,1.5417644723503814e-05,1.0300040170156663e-05,0.00011262107669121927,3.8845510734542693e-07,0.04002568493150685,0.0,0.056446549559121824,0.08940630999618888,0.0038213627992633517,0.0,0.0027325027914875404,0.006404025694643554,3.511548367426593e-05,0.2500535889269966,2.2688242860596563e-05,7.386839404157127e-05,0.00012920028424062534,1.416799645120025e-07,0.00013601666666666668,4.534314963351614e-05,0.00010634035585145368,0.00013214181092147692,1.8335056217449232e-07,0.0001321668472946913,6.612258960523877e-05,0.0001264147168863672,0.00012926859961410022,2.9765795963773076e-06,0.0,0.0,1.9806772021470542e-05,1.2359997280800597e-05,4.082965866405357e-05,6.124448799608035e-05,0.0,0.014349294045426642,0.008866877022007431,0.014677652764156404,0.0002154334906651482,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.010067341231336166,0.05644654955912184,0.002732502791487541,1.5417644723503814e-05,0.00011262107669121927,1.0300040170156663e-05,3.8845510734542693e-07,0.0,0.5000152587890625,3.854411180875953e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0007717980010006027,0.88549629968719,6.718913788740599e-06,0.0008087405011139256,1.0,9.191666666666666e-05,3.854411180875953e-06,3.4333467233855546e-06,9.15422655458039e-06,2.464895861870581e-07,0.0032534246575342467,0.051630434782608696,0.018352674936869557,0.0,0.0024248004910988334,0.07651331719128329,0.005201631819940137,0.0,1.0274475590107263e-05,0.25002266751292046,9.192530381500428e-05,0.0,9.19168688837782e-05,9.202530400832538e-05,0.0,0.0,0.0,0.0,0.0,8.333344722237788e-09,8.33775797304568e-09,0.0,8.33775797304568e-09,8.33775797304568e-09,0.0,0.0,1.7223280018670035e-06,1.3733330312000665e-06,1.5111675280321572e-05,3.0223350560643145e-05,0.052054794520547946,0.0024248004910988334,0.006190837560410592,0.002107503176618522,4.441569639457169e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003215434083601286,0.009225561854729511,0.01835267493686956,0.005201631819940138,3.854411180875953e-06,9.15422655458039e-06,3.4333467233855546e-06,2.464895861870581e-07,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0077183342234268155,0.7510490577553979,0.008221230537250209,0.0067598498489333785,0.35294117647058826,0.9848540166666667,0.0001888661478629217,0.00019913410995636217,0.00011274152704062165,9.843046804358381e-05,0.00877568493150685,0.0,0.0046128098122744056,0.00953713791898056,0.02194597912829957,0.0,0.03581315561406622,0.0264050645670037,2.623676847883923e-07,0.2500001131724422,0.009291956940435329,0.09361226004827479,0.4851442506506848,1.1667761783341382e-07,0.9848540083333334,0.020519720009968042,0.13815402432891535,0.4851437046152109,2.0001879509944618e-07,0.9836865860383343,0.017266807068689126,0.12756899717334014,0.4868393451361468,1.667551594609136e-08,0.0,0.0,0.00021356867223150844,0.00020119328907080973,6.910217654566471e-08,1.6358882610810427e-07,0.0,0.02194597912829957,0.0355196531355816,0.030684492920627034,0.0009415381057960109,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.003215434083601286,0.035617288245904766,0.004612809812274411,0.03581315561406623,0.0001888661478629217,0.00011274152704062165,0.00019913410995636217,9.843046804358381e-05,0.1250152587890625,0.0027618408203125,3.468970062788358e-05,0.4166666666666667,0.008341990767879861,0.014820559670735478,0.015422598583593745,0.0012613829521659764,0.48410230655926034,0.002364073300991952,0.4851442463602107,0.48306036675830993,0
0.0007717997075675389,0.0012207217517357137,0.0071376054990035815,0.5266884365367596,0.35294117647058826,0.037071275,1.5417644723503814e-05,1.3733386893542218e-05,0.00011262107669121927,4.820587476696262e-07,0.04002568493150685,0.0,0.056446549559121824,0.08940630999618888,0.004742173112338858,0.0,0.0025432028993061747,0.006882446272519388,1.3541963935816716e-07,0.250000224792247,0.00529640121245916,0.019223315089429614,0.03610322942710474,1.5001408007153205e-07,0.0009679583333333334,0.00032268309923300234,0.00042234487451831595,0.0005897506438111195,2.083529115619231e-07,0.0366930751472027,0.012237508028461892,0.02928140605739998,0.036122319211747696,0.00022137581194233582,0.0,0.0,2.927957603173906e-05,2.334666153040113e-05,1.498614980035451e-07,2.997229960070902e-07,0.0,0.014349294045426642,0.008281077338871805,0.01405741552619826,0.00019761093127620014,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.003215434083601286,0.009255321731680251,0.05644654955912184,0.002543202899306175,1.5417644723503814e-05,0.00011262107669121927,1.3733386893542218e-05,4.820587476696262e-07,0.0,0.00323486328125,3.854411180875953e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
